template_id,signal_ts,side,entry_price,stop_price,take_profit_price,dbg_breakout_level,dbg_mother_high,dbg_mother_low,dbg_mother_range,dbg_trigger_ts,dbg_inside_ts,dbg_mother_ts,dbg_valid_from_ts_utc,dbg_valid_to_ts_utc,exit_ts,exit_reason
ib_tpl_9108,2025-07-29 18:30:00+00:00,BUY,104.9123,104.6,105.53690000000002,104.9123,104.9123,104.6,0.3123000000000075,2025-07-29 18:30:00+00:00,2025-07-29 18:25:00+00:00,2025-07-29 18:20:00+00:00,2025-07-29 18:35:00+00:00,2025-07-29 19:00:00+00:00,2025-07-29 19:00:00+00:00,session_end
ib_tpl_9182,2025-07-30 18:10:00+00:00,BUY,106.83,106.43,107.63,106.83,106.83,106.23,0.5999999999999943,2025-07-30 18:10:00+00:00,2025-07-30 18:05:00+00:00,2025-07-30 18:00:00+00:00,2025-07-30 18:15:00+00:00,2025-07-30 19:00:00+00:00,2025-07-30 19:00:00+00:00,session_end
ib_tpl_9207,2025-07-31 13:45:00+00:00,BUY,104.55,104.15,105.35,104.55,104.55,101.07,3.480000000000004,2025-07-31 13:45:00+00:00,2025-07-31 13:35:00+00:00,2025-07-31 13:30:00+00:00,2025-07-31 13:50:00+00:00,2025-07-31 15:00:00+00:00,2025-07-31 15:00:00+00:00,session_end
ib_tpl_9292,2025-08-01 14:20:00+00:00,BUY,97.8,97.4,98.6,97.8,97.8,93.92,3.879999999999996,2025-08-01 14:20:00+00:00,2025-08-01 13:35:00+00:00,2025-08-01 13:30:00+00:00,2025-08-01 14:25:00+00:00,2025-08-01 15:00:00+00:00,2025-08-01 15:00:00+00:00,session_end
ib_tpl_9345,2025-08-01 18:45:00+00:00,SELL,100.5,100.9,99.7,100.5,101.11,100.5,0.6099999999999994,2025-08-01 18:45:00+00:00,2025-08-01 18:35:00+00:00,2025-08-01 18:30:00+00:00,2025-08-01 18:50:00+00:00,2025-08-01 19:00:00+00:00,2025-08-01 19:00:00+00:00,session_end
ib_tpl_9367,2025-08-04 14:05:00+00:00,BUY,101.27,100.87,102.07,101.27,101.27,97.1532,4.116799999999998,2025-08-04 14:05:00+00:00,2025-08-04 13:35:00+00:00,2025-08-04 13:30:00+00:00,2025-08-04 14:10:00+00:00,2025-08-04 15:00:00+00:00,2025-08-04 15:00:00+00:00,session_end
ib_tpl_9445,2025-08-05 14:05:00+00:00,BUY,106.3565,105.9565,107.1565,106.3565,106.3565,104.7,1.656499999999994,2025-08-05 14:05:00+00:00,2025-08-05 13:35:00+00:00,2025-08-05 13:30:00+00:00,2025-08-05 14:10:00+00:00,2025-08-05 15:00:00+00:00,2025-08-05 15:00:00+00:00,session_end
ib_tpl_9497,2025-08-05 18:25:00+00:00,SELL,104.61,105.01,103.81,104.61,105.12,104.61,0.5100000000000051,2025-08-05 18:25:00+00:00,2025-08-05 18:10:00+00:00,2025-08-05 18:05:00+00:00,2025-08-05 18:30:00+00:00,2025-08-05 19:00:00+00:00,2025-08-05 19:00:00+00:00,session_end
ib_tpl_9521,2025-08-06 13:55:00+00:00,BUY,104.5,104.1,105.3,104.5,104.5,102.8712,1.6287999999999982,2025-08-06 13:55:00+00:00,2025-08-06 13:40:00+00:00,2025-08-06 13:35:00+00:00,2025-08-06 14:00:00+00:00,2025-08-06 15:00:00+00:00,2025-08-06 15:00:00+00:00,session_end
ib_tpl_9573,2025-08-06 18:15:00+00:00,SELL,104.29,104.69,103.49,104.29,104.73,104.29,0.4399999999999977,2025-08-06 18:15:00+00:00,2025-08-06 18:10:00+00:00,2025-08-06 18:05:00+00:00,2025-08-06 18:20:00+00:00,2025-08-06 19:00:00+00:00,2025-08-06 19:00:00+00:00,session_end
ib_tpl_9598,2025-08-07 13:50:00+00:00,BUY,109.9999,109.5999,110.7999,109.9999,109.9999,107.4,2.599899999999991,2025-08-07 13:50:00+00:00,2025-08-07 13:35:00+00:00,2025-08-07 13:30:00+00:00,2025-08-07 13:55:00+00:00,2025-08-07 15:00:00+00:00,2025-08-07 15:00:00+00:00,session_end
ib_tpl_9653,2025-08-07 18:25:00+00:00,BUY,109.18,108.78,109.98,109.18,109.18,108.58,0.6000000000000085,2025-08-07 18:25:00+00:00,2025-08-07 18:20:00+00:00,2025-08-07 18:15:00+00:00,2025-08-07 18:30:00+00:00,2025-08-07 19:00:00+00:00,2025-08-07 19:00:00+00:00,session_end
ib_tpl_9675,2025-08-08 13:45:00+00:00,BUY,113.3,112.9,114.1,113.3,113.3,111.49,1.8100000000000025,2025-08-08 13:45:00+00:00,2025-08-08 13:40:00+00:00,2025-08-08 13:35:00+00:00,2025-08-08 13:50:00+00:00,2025-08-08 15:00:00+00:00,2025-08-08 15:00:00+00:00,session_end
ib_tpl_9754,2025-08-11 13:50:00+00:00,SELL,114.65,115.05,113.85,114.65,116.773,114.65,2.1229999999999905,2025-08-11 13:50:00+00:00,2025-08-11 13:40:00+00:00,2025-08-11 13:35:00+00:00,2025-08-11 13:55:00+00:00,2025-08-11 15:00:00+00:00,2025-08-11 15:00:00+00:00,session_end
ib_tpl_9832,2025-08-12 13:50:00+00:00,SELL,116.46,116.86,115.66,116.46,117.7,116.46,1.240000000000009,2025-08-12 13:50:00+00:00,2025-08-12 13:45:00+00:00,2025-08-12 13:40:00+00:00,2025-08-12 13:55:00+00:00,2025-08-12 15:00:00+00:00,2025-08-12 15:00:00+00:00,session_end
ib_tpl_9886,2025-08-12 18:20:00+00:00,SELL,114.29,114.69,113.49,114.29,114.705,114.29,0.414999999999992,2025-08-12 18:20:00+00:00,2025-08-12 18:15:00+00:00,2025-08-12 18:10:00+00:00,2025-08-12 18:25:00+00:00,2025-08-12 19:00:00+00:00,2025-08-12 19:00:00+00:00,session_end
ib_tpl_9910,2025-08-13 13:50:00+00:00,SELL,114.31,114.71,113.51,114.31,116.4,114.31,2.0900000000000034,2025-08-13 13:50:00+00:00,2025-08-13 13:35:00+00:00,2025-08-13 13:30:00+00:00,2025-08-13 13:55:00+00:00,2025-08-13 15:00:00+00:00,2025-08-13 15:00:00+00:00,session_end
ib_tpl_9991,2025-08-14 14:05:00+00:00,BUY,108.98,108.58,109.78,108.98,108.98,107.8506,1.129400000000004,2025-08-14 14:05:00+00:00,2025-08-14 13:55:00+00:00,2025-08-14 13:50:00+00:00,2025-08-14 14:10:00+00:00,2025-08-14 15:00:00+00:00,2025-08-14 15:00:00+00:00,session_end
ib_tpl_10045,2025-08-14 18:35:00+00:00,BUY,109.6312,109.2527,110.3882,109.6312,109.6312,109.2527,0.3785000000000025,2025-08-14 18:35:00+00:00,2025-08-14 18:15:00+00:00,2025-08-14 18:10:00+00:00,2025-08-14 18:40:00+00:00,2025-08-14 19:00:00+00:00,2025-08-14 19:00:00+00:00,session_end
ib_tpl_10071,2025-08-15 14:15:00+00:00,BUY,112.75,112.35,113.55,112.75,112.75,110.07,2.680000000000007,2025-08-15 14:15:00+00:00,2025-08-15 13:40:00+00:00,2025-08-15 13:35:00+00:00,2025-08-15 14:20:00+00:00,2025-08-15 15:00:00+00:00,2025-08-15 15:00:00+00:00,session_end
ib_tpl_10157,2025-08-18 14:55:00+00:00,BUY,112.17,111.77,112.97,112.17,112.17,111.38,0.7900000000000063,2025-08-18 14:55:00+00:00,2025-08-18 14:35:00+00:00,2025-08-18 14:30:00+00:00,,,2025-08-18 15:00:00+00:00,session_end
ib_tpl_10306,2025-08-20 14:20:00+00:00,BUY,101.65,101.25,102.45,101.65,101.65,100.08,1.5700000000000074,2025-08-20 14:20:00+00:00,2025-08-20 14:10:00+00:00,2025-08-20 14:05:00+00:00,2025-08-20 14:25:00+00:00,2025-08-20 15:00:00+00:00,2025-08-20 15:00:00+00:00,session_end
ib_tpl_10358,2025-08-20 18:40:00+00:00,BUY,103.45,103.05,104.25,103.45,103.45,102.92,0.5300000000000011,2025-08-20 18:40:00+00:00,2025-08-20 18:35:00+00:00,2025-08-20 18:30:00+00:00,2025-08-20 18:45:00+00:00,2025-08-20 19:00:00+00:00,2025-08-20 19:00:00+00:00,session_end
ib_tpl_10385,2025-08-21 14:25:00+00:00,BUY,106.7999,106.3999,107.5999,106.7999,106.7999,106.04,0.7598999999999876,2025-08-21 14:25:00+00:00,2025-08-21 14:20:00+00:00,2025-08-21 14:15:00+00:00,2025-08-21 14:30:00+00:00,2025-08-21 15:00:00+00:00,2025-08-21 15:00:00+00:00,session_end
ib_tpl_10458,2025-08-22 14:00:00+00:00,BUY,105.77,105.37,106.57,105.77,105.77,103.8,1.9699999999999989,2025-08-22 14:00:00+00:00,2025-08-22 13:35:00+00:00,2025-08-22 13:30:00+00:00,2025-08-22 14:05:00+00:00,2025-08-22 15:00:00+00:00,2025-08-22 15:00:00+00:00,session_end
ib_tpl_10509,2025-08-22 18:15:00+00:00,SELL,109.895,110.11,109.465,109.895,110.11,109.895,0.2150000000000034,2025-08-22 18:15:00+00:00,2025-08-22 18:10:00+00:00,2025-08-22 18:05:00+00:00,2025-08-22 18:20:00+00:00,2025-08-22 19:00:00+00:00,2025-08-22 19:00:00+00:00,session_end
ib_tpl_10534,2025-08-25 13:50:00+00:00,SELL,106.75,107.15,105.95,106.75,109.12,106.75,2.3700000000000045,2025-08-25 13:50:00+00:00,2025-08-25 13:35:00+00:00,2025-08-25 13:30:00+00:00,2025-08-25 13:55:00+00:00,2025-08-25 15:00:00+00:00,2025-08-25 15:00:00+00:00,session_end
ib_tpl_10613,2025-08-26 13:55:00+00:00,BUY,106.37,105.97,107.17,106.37,106.37,105.12,1.25,2025-08-26 13:55:00+00:00,2025-08-26 13:50:00+00:00,2025-08-26 13:45:00+00:00,2025-08-26 14:00:00+00:00,2025-08-26 15:00:00+00:00,2025-08-26 15:00:00+00:00,session_end
ib_tpl_10664,2025-08-26 18:10:00+00:00,BUY,107.35,107.095,107.86,107.35,107.35,107.095,0.2549999999999954,2025-08-26 18:10:00+00:00,2025-08-26 18:05:00+00:00,2025-08-26 18:00:00+00:00,2025-08-26 18:15:00+00:00,2025-08-26 19:00:00+00:00,2025-08-26 19:00:00+00:00,session_end
ib_tpl_10769,2025-08-28 13:55:00+00:00,SELL,103.68,104.08,102.88,103.68,105.3999,103.68,1.7198999999999955,2025-08-28 13:55:00+00:00,2025-08-28 13:35:00+00:00,2025-08-28 13:30:00+00:00,2025-08-28 14:00:00+00:00,2025-08-28 15:00:00+00:00,2025-08-28 15:00:00+00:00,session_end
ib_tpl_10825,2025-08-28 18:35:00+00:00,SELL,103.435,103.75,102.805,103.435,103.75,103.435,0.3149999999999977,2025-08-28 18:35:00+00:00,2025-08-28 18:10:00+00:00,2025-08-28 18:05:00+00:00,2025-08-28 18:40:00+00:00,2025-08-28 19:00:00+00:00,2025-08-28 19:00:00+00:00,session_end
ib_tpl_10849,2025-08-29 14:05:00+00:00,SELL,102.98,103.38,102.18,102.98,104.11,102.98,1.1299999999999957,2025-08-29 14:05:00+00:00,2025-08-29 13:55:00+00:00,2025-08-29 13:50:00+00:00,2025-08-29 14:10:00+00:00,2025-08-29 15:00:00+00:00,2025-08-29 15:00:00+00:00,session_end
ib_tpl_10923,2025-09-02 13:45:00+00:00,BUY,100.56,100.16,101.36,100.56,100.56,97.9,2.6599999999999966,2025-09-02 13:45:00+00:00,2025-09-02 13:35:00+00:00,2025-09-02 13:30:00+00:00,2025-09-02 13:50:00+00:00,2025-09-02 15:00:00+00:00,2025-09-02 15:00:00+00:00,session_end
ib_tpl_10980,2025-09-02 18:30:00+00:00,BUY,100.95,100.61,101.63,100.95,100.95,100.61,0.3400000000000034,2025-09-02 18:30:00+00:00,2025-09-02 18:25:00+00:00,2025-09-02 18:20:00+00:00,2025-09-02 18:35:00+00:00,2025-09-02 19:00:00+00:00,2025-09-02 19:00:00+00:00,session_end
ib_tpl_11004,2025-09-03 14:00:00+00:00,BUY,101.071,100.671,101.871,101.071,101.071,100.29,0.7809999999999917,2025-09-03 14:00:00+00:00,2025-09-03 13:50:00+00:00,2025-09-03 13:45:00+00:00,2025-09-03 14:05:00+00:00,2025-09-03 15:00:00+00:00,2025-09-03 15:00:00+00:00,session_end
ib_tpl_11082,2025-09-04 14:00:00+00:00,BUY,102.5,102.1,103.3,102.5,102.5,100.6,1.9000000000000057,2025-09-04 14:00:00+00:00,2025-09-04 13:35:00+00:00,2025-09-04 13:30:00+00:00,2025-09-04 14:05:00+00:00,2025-09-04 15:00:00+00:00,2025-09-04 15:00:00+00:00,session_end
ib_tpl_11135,2025-09-04 18:25:00+00:00,SELL,103.93,104.33,103.13,103.93,104.61,103.93,0.6799999999999926,2025-09-04 18:25:00+00:00,2025-09-04 18:10:00+00:00,2025-09-04 18:05:00+00:00,2025-09-04 18:30:00+00:00,2025-09-04 19:00:00+00:00,2025-09-04 19:00:00+00:00,session_end
ib_tpl_11213,2025-09-05 18:25:00+00:00,BUY,100.079,99.81,100.61699999999998,100.079,100.079,99.81,0.2689999999999912,2025-09-05 18:25:00+00:00,2025-09-05 18:20:00+00:00,2025-09-05 18:15:00+00:00,2025-09-05 18:30:00+00:00,2025-09-05 19:00:00+00:00,2025-09-05 19:00:00+00:00,session_end
ib_tpl_11235,2025-09-08 13:45:00+00:00,BUY,113.52,113.12,114.32,113.52,113.52,112.23,1.289999999999992,2025-09-08 13:45:00+00:00,2025-09-08 13:40:00+00:00,2025-09-08 13:35:00+00:00,2025-09-08 13:50:00+00:00,2025-09-08 15:00:00+00:00,2025-09-08 15:00:00+00:00,session_end
ib_tpl_11295,2025-09-08 18:45:00+00:00,BUY,116.04,115.64,116.84,116.04,116.04,115.51,0.5300000000000011,2025-09-08 18:45:00+00:00,2025-09-08 18:40:00+00:00,2025-09-08 18:35:00+00:00,2025-09-08 18:50:00+00:00,2025-09-08 19:00:00+00:00,2025-09-08 19:00:00+00:00,session_end
ib_tpl_11313,2025-09-09 13:45:00+00:00,SELL,115.7,116.1,114.9,115.7,117.66,115.7,1.9599999999999935,2025-09-09 13:45:00+00:00,2025-09-09 13:35:00+00:00,2025-09-09 13:30:00+00:00,2025-09-09 13:50:00+00:00,2025-09-09 15:00:00+00:00,2025-09-09 15:00:00+00:00,session_end
ib_tpl_11372,2025-09-09 18:40:00+00:00,BUY,116.09,115.83,116.61,116.09,116.09,115.83,0.2600000000000051,2025-09-09 18:40:00+00:00,2025-09-09 18:35:00+00:00,2025-09-09 18:30:00+00:00,2025-09-09 18:45:00+00:00,2025-09-09 19:00:00+00:00,2025-09-09 19:00:00+00:00,session_end
ib_tpl_11402,2025-09-10 14:40:00+00:00,BUY,123.0,122.6,123.8,123.0,123.0,121.9,1.0999999999999943,2025-09-10 14:40:00+00:00,2025-09-10 14:35:00+00:00,2025-09-10 14:30:00+00:00,2025-09-10 14:45:00+00:00,2025-09-10 15:00:00+00:00,2025-09-10 15:00:00+00:00,session_end
ib_tpl_11450,2025-09-10 18:40:00+00:00,SELL,117.93,118.33,117.13,117.93,118.465,117.93,0.5349999999999966,2025-09-10 18:40:00+00:00,2025-09-10 18:30:00+00:00,2025-09-10 18:25:00+00:00,2025-09-10 18:45:00+00:00,2025-09-10 19:00:00+00:00,2025-09-10 19:00:00+00:00,session_end
